Request Number,Status Code,Response Time (ms)
1,200,1503.837
2,200,18.501
3,200,18.043
4,200,17.946
5,200,20.774
6,200,18.554000000000002
7,200,21.77
8,200,18.871
9,200,20.847
10,200,18.967000000000002
11,200,19.809
12,200,20.352999999999998
13,200,20.951
14,200,21.498
15,200,16.706
16,200,17.27
17,200,19.104
18,200,17.977
19,200,17.258
20,200,16.931
21,200,16.887
22,200,18.688
23,200,17.12
24,200,20.346
25,200,17.377
26,200,18.661
27,200,19.737000000000002
28,200,19.976
29,200,21.398
30,200,18.855
31,200,16.958000000000002
32,200,18.311999999999998
33,200,18.145999999999997
34,200,17.793
35,200,15.450000000000001
36,200,16.472
37,200,18.458
38,200,17.582
39,200,17.529
40,200,16.226999999999997
41,200,17.003999999999998
42,200,17.91
43,200,18.117
44,200,17.781000000000002
45,200,17.472
46,200,17.894000000000002
47,200,16.237000000000002
48,200,16.496
49,200,16.643
50,200,16.303
51,200,19.099999999999998
52,200,19.822
53,200,18.2
54,200,19.208
55,200,18.201999999999998
56,200,17.948
57,200,16.205000000000002
58,200,20.418
59,200,19.992
60,200,18.353
61,200,19.21
62,200,21.087999999999997
63,200,17.989
64,200,18.038999999999998
65,200,19.134999999999998
66,200,16.032999999999998
67,200,17.475
68,200,17.081
69,200,16.219
70,200,15.917
71,200,18.641000000000002
72,200,15.318
73,200,17.419
74,200,19.758000000000003
75,200,17.065
76,200,15.732
77,200,18.436999999999998
78,200,22.852
79,200,15.880999999999998
80,200,16.684
81,200,18.427
82,200,15.753
83,200,15.391
84,200,17.305
85,200,16.046000000000003
86,200,16.361
87,200,16.916
88,200,16.525000000000002
89,200,15.705
90,200,17.686
91,200,18.751
92,200,17.12
93,200,16.328
94,200,17.978
95,200,17.585
96,200,15.755999999999998
97,200,17.153000000000002
98,200,18.058999999999997
99,200,18.147
100,200,17.68
101,200,17.517000000000003
102,200,16.416
103,200,18.716
104,200,16.512999999999998
105,200,23.629
106,200,22.027
107,200,16.369999999999997
108,200,17.953
109,200,18.966
110,200,16.6
111,200,16.119999999999997
112,200,15.777
113,200,15.826
114,200,17.561
115,200,18.137
116,200,18.893
117,200,17.679000000000002
118,200,15.976
119,200,17.492
120,200,18.144000000000002
121,200,18.491
122,200,18.912000000000003
123,200,17.515
124,200,17.774
125,200,15.254
126,200,16.355
127,200,17.197
128,200,17.132
129,200,16.511000000000003
130,200,17.13
131,200,16.727
132,200,16.744
133,200,17.097
134,200,18.041999999999998
135,200,17.916999999999998
136,200,29.171
137,200,17.576999999999998
138,200,17.035999999999998
139,200,16.730999999999998
140,200,17.003
141,200,16.022000000000002
142,200,15.622
143,200,16.651
144,200,17.732000000000003
145,200,16.546000000000003
146,200,18.338
147,200,16.776
148,200,17.492
149,200,17.866
150,200,18.153
151,200,19.172
152,200,19.861
153,200,18.2
154,200,18.744
155,200,18.096999999999998
156,200,16.564
157,200,18.504
158,200,17.541999999999998
159,200,16.615000000000002
160,200,17.142999999999997
161,200,18.29
162,200,17.869
163,200,16.474
164,200,17.184
165,200,18.467000000000002
166,200,17.377
167,200,17.032
168,200,19.151
169,200,19.646
170,200,19.301
171,200,18.215
172,200,17.149
173,200,17.752
174,200,18.75
