Request Number,Status Code,Response Time (ms)
1,200,20.077
2,200,17.725
3,200,16.374
4,200,17.076
5,200,19.515
6,200,16.554
7,200,20.282
8,200,15.455
9,200,18.506999999999998
10,200,16.131
11,200,16.309
12,200,16.086
13,200,15.286
14,200,13.514999999999999
15,200,15.108
16,200,14.884
17,200,14.290000000000001
18,200,15.123
19,200,15.07
20,200,14.357999999999999
21,200,13.493
22,200,13.823
23,200,14.245000000000001
24,200,14.753
25,200,14.184000000000001
26,200,14.312
27,200,14.142999999999999
28,200,19.212
29,200,15.149
30,200,15.486
31,200,13.925
32,200,13.763
33,200,15.449
34,200,15.054
35,200,14.321
36,200,14.054
37,200,17.309
38,200,15.542
39,200,14.191
40,200,14.447
41,200,15.107000000000001
42,200,14.775
43,200,14.446
44,200,15.270999999999999
45,200,14.546
46,200,14.302999999999999
47,200,13.736
48,200,17.058
49,200,15.831000000000001
50,200,16.136000000000003
51,200,15.323
52,200,16.366
53,200,16.948
54,200,18.104
55,200,17.152
56,200,15.238
57,200,22.72
58,200,16.317
59,200,14.023000000000001
60,200,14.831000000000001
61,200,13.584000000000001
62,200,15.368
63,200,15.197000000000001
64,200,16.428
65,200,21.362
66,200,27.512
67,200,15.66
68,200,18.941
69,200,16.09
70,200,17.575
71,200,14.77
72,200,19.609
73,200,15.419
74,200,20.506
75,200,14.354000000000001
76,200,14.996
77,200,14.424
78,200,15.292
79,200,13.571
80,200,13.414
81,200,14.849
82,200,15.527
83,200,14.512
84,200,14.902999999999999
85,200,14.886999999999999
86,200,14.385
87,200,14.86
88,200,15.049
89,200,14.527999999999999
90,200,14.633000000000001
91,200,16.943
92,200,15.318999999999999
93,200,14.277
94,200,13.65
95,200,14.848
96,200,14.355
97,200,14.254
98,200,14.232
99,200,14.033
100,200,15.386000000000001
101,200,15.299
102,200,14.626999999999999
103,200,15.465
104,200,14.44
105,200,14.982000000000001
106,200,15.751999999999999
107,200,15.685999999999998
108,200,15.07
109,200,15.266
110,200,14.762
111,200,15.388
112,200,13.834000000000001
113,200,14.040000000000001
114,200,13.895
115,200,18.06
116,200,17.475
117,200,14.697999999999999
118,200,17.911
119,200,17.817
120,200,16.639
121,200,15.433
122,200,17.078
123,200,17.096
124,200,16.389999999999997
125,200,15.616
126,200,16.823
127,200,15.925999999999998
128,200,17.173000000000002
129,200,19.209
130,200,15.789000000000001
131,200,17.782
132,200,16.549999999999997
133,200,17.525
134,200,27.688000000000002
135,200,15.838000000000001
136,200,17.092
137,200,18.91
138,200,15.74
139,200,22.278
140,200,16.275000000000002
141,200,14.236
142,200,16.555
143,200,15.961
144,200,14.312
145,200,16.44
146,200,17.198999999999998
147,200,14.850999999999999
148,200,17.245
149,200,17.48
150,200,16.490000000000002
151,200,15.913
152,200,14.622
153,200,14.975999999999999
154,200,15.582
155,200,18.99
156,200,15.292
157,200,15.665999999999999
158,200,14.456999999999999
159,200,14.839
160,200,16.282999999999998
161,200,16.225
162,200,14.532
163,200,14.373000000000001
164,200,15.502
165,200,14.255
166,200,15.15
167,200,15.107000000000001
168,200,14.253
169,200,16.57
170,200,14.677000000000001
171,200,14.415000000000001
172,200,15.514999999999999
173,200,15.327
174,200,15.078
175,200,13.530999999999999
176,200,15.028
177,200,14.293999999999999
178,200,15.165
179,200,17.593
180,200,15.796000000000001
181,200,14.097
182,200,14.424
183,200,14.953
184,200,17.18
185,200,14.524000000000001
186,200,14.421
187,200,16.199
188,200,15.029
189,200,16.344
190,200,15.360000000000001
191,200,14.969
192,200,14.458
193,200,15.838000000000001
194,200,16.414
195,200,14.82
196,200,16.012999999999998
197,200,17.189
198,200,20.144
199,200,19.218
200,200,15.803999999999998
201,200,17.337000000000003
202,200,16.764000000000003
203,200,16.221
204,200,16.410999999999998
205,200,15.658999999999999
206,200,17.593999999999998
207,200,19.61
208,200,17.198999999999998
209,200,19.017
210,200,26.47
211,200,23.535
212,200,15.775999999999998
213,200,17.602
214,200,14.704
215,200,15.122
216,200,15.942000000000002
217,200,15.348
218,200,15.438
219,200,14.885
220,200,16.07
221,200,15.952999999999998
222,200,14.806
223,200,14.401
224,200,13.987
225,200,49.245999999999995
226,200,14.562999999999999
227,200,15.741999999999999
228,200,16.431
229,200,16.879
230,200,22.64
231,200,16.208
232,200,14.482999999999999
233,200,14.738
234,200,18.564
235,200,15.392
236,200,15.792
237,200,16.772
238,200,16.719
239,200,14.625
240,200,15.450000000000001
241,200,18.252000000000002
242,200,14.496
243,200,14.036
244,200,15.174
245,200,14.493
246,200,14.46
247,200,18.251
248,200,14.381
249,200,16.258000000000003
250,200,14.631
251,200,13.695
252,200,15.847
253,200,15.233
254,200,13.905000000000001
255,200,15.145999999999999
256,200,14.863
257,200,14.607
258,200,13.948
259,200,18.307
260,200,15.530000000000001
261,200,14.120000000000001
262,200,14.014000000000001
263,200,14.216
264,200,15.632
265,200,15.63
266,200,22.397
267,200,15.716000000000001
268,200,15.743
269,200,16.718
270,200,17.579
271,200,15.109
272,200,14.304
273,200,16.141
274,200,18.276
275,200,24.060000000000002
276,200,14.886
277,200,13.995000000000001
278,200,14.116999999999999
279,200,15.116
280,200,19.716
281,200,16.230999999999998
282,200,16.676
283,200,18.837
284,200,16.641
285,200,14.029
286,200,15.174999999999999
287,200,15.313
288,200,14.893
289,200,15.681000000000001
290,200,14.574
291,200,15.100000000000001
292,200,14.187999999999999
293,200,15.261000000000001
294,200,16.917
295,200,14.738
296,200,14.575
297,200,15.285
298,200,16.04
299,200,18.661
300,200,18.323
301,200,15.459
302,200,14.221
303,200,14.962
304,200,15.532
305,200,15.009
306,200,15.723
307,200,14.097999999999999
308,200,18.317
309,200,15.004999999999999
310,200,14.01
311,200,15.594999999999999
312,200,14.565
313,200,13.996
314,200,14.626
315,200,16.514999999999997
316,200,15.037999999999998
317,200,15.127
318,200,14.668000000000001
319,200,13.434
320,200,14.202
321,200,14.597000000000001
322,200,14.715
323,200,17.094
324,200,15.970000000000002
325,200,15.06
326,200,15.097
327,200,16.477999999999998
328,200,18.897000000000002
329,200,17.075
330,200,16.66
331,200,17.18
332,200,23.79
333,200,17.097
334,200,22.214000000000002
335,200,16.102999999999998
336,200,14.607
337,200,14.791
338,200,15.513
339,200,15.391
340,200,15.177
341,200,16.32
342,200,15.034
343,200,14.461
344,200,16.183
345,200,15.726
346,200,13.876
347,200,21.533
348,200,16.074
349,200,13.906
350,200,14.331999999999999
351,200,15.313
352,200,14.694
353,200,14.523
354,200,13.553
355,200,15.463
356,200,18.016000000000002
357,200,16.364
358,200,16.019
359,200,18.247
360,200,18.693
361,200,15.763
362,200,20.174
363,200,13.128
364,200,13.195
365,200,13.738999999999999
366,200,18.363999999999997
367,200,14.57
368,200,14.544
369,200,14.746
370,200,17.436
371,200,14.065
372,200,13.907
373,200,15.542
374,200,15.184
375,200,14.453000000000001
376,200,15.215
377,200,13.938
378,200,14.091
379,200,16.461
380,200,15.105
381,200,13.870000000000001
382,200,14.171
383,200,13.058
384,200,13.628
385,200,14.271
386,200,14.702
387,200,14.149000000000001
388,200,14.795000000000002
389,200,15.845999999999998
390,200,14.486
391,200,15.861
392,200,13.596
393,200,19.747
394,200,14.506
395,200,14.964
396,200,14.728
397,200,13.767
398,200,14.433
399,200,15.029
400,200,13.884
401,200,15.7
402,200,14.831999999999999
403,200,14.091
404,200,14.024999999999999
405,200,14.45
406,200,15.678
407,200,18.195
408,200,15.984000000000002
409,200,14.13
410,200,15.162
411,200,20.687
412,200,13.710999999999999
413,200,13.896
414,200,14.456
415,200,13.953
416,200,16.637
417,200,15.035
418,200,16.317
419,200,15.663
420,200,14.14
421,200,14.167000000000002
422,200,15.734000000000002
423,200,15.822
424,200,16.124
425,200,17.173000000000002
426,200,14.663
427,200,14.616
428,200,14.651000000000002
429,200,16.579
430,200,14.514000000000001
431,200,15.697
432,200,14.758000000000001
433,200,14.767000000000001
434,200,14.624
435,200,16.493000000000002
436,200,14.248999999999999
437,200,22.499000000000002
438,200,14.988
439,200,15.128
440,200,19.787
441,200,15.337
442,200,14.158000000000001
443,200,13.332
444,200,14.575
445,200,15.620999999999999
446,200,14.154
447,200,18.323
448,200,14.583
449,200,14.007
450,200,14.307
451,200,13.677
452,200,14.147
453,200,13.499
454,200,16.046000000000003
455,200,15.775
456,200,14.318000000000001
457,200,14.225
458,200,15.475
459,200,14.988
460,200,16.034
461,200,15.391
462,200,20.578
463,200,15.08
464,200,17.094
465,200,15.477
466,200,14.325
467,200,20.705000000000002
468,200,15.588
469,200,14.102
470,200,14.299
471,200,13.729999999999999
472,200,14.022
473,200,18.252000000000002
474,200,13.004999999999999
475,200,12.927
476,200,13.649
477,200,13.728
478,200,14.597000000000001
479,200,14.644
480,200,14.918000000000001
481,200,14.272
482,200,15.332
483,200,15.581
484,200,14.422
485,200,14.427999999999999
486,200,15.163
487,200,13.783999999999999
488,200,14.591
489,200,18.586
490,200,16.230999999999998
491,200,14.52
492,200,13.88
493,200,14.978
494,200,16.355
495,200,15.545
496,200,15.908999999999999
497,200,17.98
498,200,21.714000000000002
499,200,18.453
500,200,16.611
501,200,14.28
502,200,14.592
503,200,14.168
504,200,14.251
505,200,15.720999999999998
506,200,17.087
507,200,14.663
508,200,14.701
509,200,18.772000000000002
510,200,16.347
511,200,19.212
512,200,17.645999999999997
513,200,15.918000000000001
514,200,15.524
515,200,16.964
516,200,15.209
517,200,14.765
518,200,14.625
519,200,14.597999999999999
520,200,15.486
521,200,14.58
522,200,13.927
523,200,14.943
524,200,14.678999999999998
525,200,17.936
526,200,13.689
527,200,15.664000000000001
528,200,14.915
529,200,15.198
530,200,15.366
531,200,14.497
532,200,15.337
533,200,14.465
534,200,13.856
535,200,14.742999999999999
536,200,14.822000000000001
537,200,16.358999999999998
538,200,14.629
539,200,14.208
540,200,15.698
541,200,15.395000000000001
542,200,13.943999999999999
543,200,13.959
544,200,14.956000000000001
545,200,14.328000000000001
546,200,14.255
547,200,15.966999999999999
548,200,14.359
549,200,14.28
550,200,15.033
551,200,16.433
552,200,14.826
553,200,15.159
554,200,14.977
555,200,15.28
556,200,14.097999999999999
557,200,16.754
558,200,14.736
559,200,14.812000000000001
560,200,14.937000000000001
561,200,15.589
562,200,15.389999999999999
563,200,15.921999999999999
564,200,14.484
565,200,14.815
566,200,13.846
567,200,14.671
568,200,14.293999999999999
569,200,14.112
570,200,15.751999999999999
571,200,15.078
572,200,13.956
573,200,14.69
574,200,15.677
575,200,18.613999999999997
576,200,15.462
577,200,13.962
578,200,14.809
579,200,15.414000000000001
580,200,16.163
581,200,14.736
582,200,14.899000000000001
583,200,14.899000000000001
584,200,18.09
585,200,14.735
586,200,20.401
587,200,14.119
588,200,15.119
589,200,14.416
590,200,14.656
591,200,15.719000000000001
592,200,14.411999999999999
593,200,15.553
594,200,13.921
595,200,14.187999999999999
596,200,14.436
597,200,15.062000000000001
598,200,13.734
599,200,15.022
600,200,14.364
601,200,13.252
602,200,13.866
603,200,13.468
604,200,15.19
605,200,13.891
606,200,14.049000000000001
607,200,14.369
608,200,14.245000000000001
609,200,15.006
610,200,15.035
611,200,14.928
612,200,15.456
613,200,14.97
614,200,14.633999999999999
615,200,15.592
616,200,14.099
617,200,14.397
618,200,14.323
619,200,15.859000000000002
620,200,14.277
621,200,14.113000000000001
622,200,13.788
623,200,14.562000000000001
624,200,14.549
625,200,15.174999999999999
626,200,13.894
627,200,13.741
628,200,14.350999999999999
629,200,13.801
630,200,14.279
631,200,15.337
632,200,14.543000000000001
633,200,14.93
634,200,14.998
635,200,14.545
636,200,13.532
637,200,17.473
638,200,16.029
639,200,16.816000000000003
640,200,16.505
641,200,13.494000000000002
642,200,15.24
643,200,17.219
644,200,16.016
645,200,18.495
646,200,13.773
647,200,14.397
